time, wandX, wandY, wandZ, wandDirX, wandDirY, wandDirZ, joyX, joyY, joyZ, buttons
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
6.933681,0.870546,-0.757731,1.213551,-0.062048,-0.883017,-0.368250,0.284292,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
6.997914,0.280136,-0.794420,0.642974,-0.207456,0.268224,0.371400,0.864338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.054969,0.281024,-0.799887,0.644152,-0.213525,0.266127,0.366411,0.865637,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.107903,0.281160,-0.802534,0.644618,-0.217409,0.263576,0.363466,0.866691,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.201548,0.277831,-0.799491,0.647031,-0.227540,0.256170,0.345920,0.873465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.235234,0.275141,-0.797896,0.650378,-0.230493,0.254173,0.340504,0.875401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.279127,0.274416,-0.796538,0.653860,-0.234368,0.252246,0.337152,0.876226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.336812,0.274491,-0.796401,0.656750,-0.240476,0.249375,0.335069,0.876192,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.401799,0.274880,-0.796607,0.659366,-0.252346,0.240478,0.331214,0.876806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.450298,0.275096,-0.796717,0.659579,-0.259114,0.233274,0.326802,0.878433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.508232,0.275483,-0.796752,0.660055,-0.262842,0.226709,0.324110,0.880040,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
7.564570,0.276541,-0.796787,0.660261,-0.268874,0.203146,0.307042,0.890036,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0,0.364706,0.541176,0.658824,
